Дата;Год;Месяц;День недели №;День недели;Номер недели;День тип
30.09.2024;2024;9;1;Понедельник;40;Рабочий_new
01.10.2024;2024;10;2;Вторник;40;Рабочий_new
02.10.2024;2024;10;3;Среда;40;Рабочий_new
03.10.2024;2024;10;4;Четверг;40;Рабочий_new
04.10.2024;2024;10;5;Пятница;40;Пятница_new
05.10.2024;2024;10;6;Суббота;40;Выходной_С_new
06.10.2024;2024;10;7;Воскресенье;40;Выходной_В_new
07.10.2024;2024;10;1;Понедельник;41;Рабочий_new
08.10.2024;2024;10;2;Вторник;41;Рабочий_new
09.10.2024;2024;10;3;Среда;41;Рабочий_new
10.10.2024;2024;10;4;Четверг;41;Рабочий_new
11.10.2024;2024;10;5;Пятница;41;Пятница_new
12.10.2024;2024;10;6;Суббота;41;Выходной_С_new
13.10.2024;2024;10;7;Воскресенье;41;Выходной_В_new
14.10.2024;2024;10;1;Понедельник;42;Рабочий_new
15.10.2024;2024;10;2;Вторник;42;Рабочий_new
16.10.2024;2024;10;3;Среда;42;Рабочий_new
17.10.2024;2024;10;4;Четверг;42;Рабочий_new
18.10.2024;2024;10;5;Пятница;42;Пятница_new
19.10.2024;2024;10;6;Суббота;42;Выходной_С_new
20.10.2024;2024;10;7;Воскресенье;42;Выходной_В_new
21.10.2024;2024;10;1;Понедельник;43;Рабочий_new
22.10.2024;2024;10;2;Вторник;43;Рабочий_new
23.10.2024;2024;10;3;Среда;43;Рабочий_new
24.10.2024;2024;10;4;Четверг;43;Рабочий_new
25.10.2024;2024;10;5;Пятница;43;Пятница_new
26.10.2024;2024;10;6;Суббота;43;Выходной_С_new
27.10.2024;2024;10;7;Воскресенье;43;Выходной_В_new
28.10.2024;2024;10;1;Понедельник;44;Рабочий_new
29.10.2024;2024;10;2;Вторник;44;Рабочий_new
30.10.2024;2024;10;3;Среда;44;Рабочий_new
31.10.2024;2024;10;4;Четверг;44;Рабочий_new
01.11.2024;2024;11;5;Пятница;44;Пятница_new
02.11.2024;2024;11;6;Суббота;44;Пятница_new
03.11.2024;2024;11;7;Воскресенье;44;Выходной_С_new
04.11.2024;2024;11;1;Понедельник;45;Выходной_В_new
05.11.2024;2024;11;2;Вторник;45;Рабочий_new
06.11.2024;2024;11;3;Среда;45;Рабочий_new
07.11.2024;2024;11;4;Четверг;45;Рабочий_new
08.11.2024;2024;11;5;Пятница;45;Пятница_new
09.11.2024;2024;11;6;Суббота;45;Выходной_С_new
10.11.2024;2024;11;7;Воскресенье;45;Выходной_В_new
11.11.2024;2024;11;1;Понедельник;46;Рабочий_new
12.11.2024;2024;11;2;Вторник;46;Рабочий_new
13.11.2024;2024;11;3;Среда;46;Рабочий_new
14.11.2024;2024;11;4;Четверг;46;Рабочий_new
15.11.2024;2024;11;5;Пятница;46;Пятница_new
16.11.2024;2024;11;6;Суббота;46;Выходной_С_new
17.11.2024;2024;11;7;Воскресенье;46;Выходной_В_new
18.11.2024;2024;11;1;Понедельник;47;Рабочий_new
19.11.2024;2024;11;2;Вторник;47;Рабочий_new
20.11.2024;2024;11;3;Среда;47;Рабочий_new
21.11.2024;2024;11;4;Четверг;47;Рабочий_new
22.11.2024;2024;11;5;Пятница;47;Пятница_new
23.11.2024;2024;11;6;Суббота;47;Выходной_С_new
24.11.2024;2024;11;7;Воскресенье;47;Выходной_В_new
25.11.2024;2024;11;1;Понедельник;48;Рабочий_new
26.11.2024;2024;11;2;Вторник;48;Рабочий_new
27.11.2024;2024;11;3;Среда;48;Рабочий_new
28.11.2024;2024;11;4;Четверг;48;Рабочий_new
29.11.2024;2024;11;5;Пятница;48;Пятница_new
30.11.2024;2024;11;6;Суббота;48;Выходной_С_new
01.12.2024;2024;12;7;Воскресенье;48;Выходной_В_new
02.12.2024;2024;12;1;Понедельник;49;Рабочий_new
03.12.2024;2024;12;2;Вторник;49;Рабочий_new
04.12.2024;2024;12;3;Среда;49;Рабочий_new
05.12.2024;2024;12;4;Четверг;49;Рабочий_new
06.12.2024;2024;12;5;Пятница;49;Пятница_new
07.12.2024;2024;12;6;Суббота;49;Выходной_С_new
08.12.2024;2024;12;7;Воскресенье;49;Выходной_В_new
09.12.2024;2024;12;1;Понедельник;50;Рабочий_new
10.12.2024;2024;12;2;Вторник;50;Рабочий_new
11.12.2024;2024;12;3;Среда;50;Рабочий_new
12.12.2024;2024;12;4;Четверг;50;Рабочий_new
13.12.2024;2024;12;5;Пятница;50;Пятница_new
14.12.2024;2024;12;6;Суббота;50;Выходной_С_new
15.12.2024;2024;12;7;Воскресенье;50;Выходной_В_new
16.12.2024;2024;12;1;Понедельник;51;Рабочий_new
17.12.2024;2024;12;2;Вторник;51;Рабочий_new
18.12.2024;2024;12;3;Среда;51;Рабочий_new
19.12.2024;2024;12;4;Четверг;51;Рабочий_new
20.12.2024;2024;12;5;Пятница;51;Пятница_new
21.12.2024;2024;12;6;Суббота;51;Выходной_С_new
22.12.2024;2024;12;7;Воскресенье;51;Выходной_В_new
23.12.2024;2024;12;1;Понедельник;52;Рабочий_new
24.12.2024;2024;12;2;Вторник;52;Рабочий_new
25.12.2024;2024;12;3;Среда;52;Рабочий_new
26.12.2024;2024;12;4;Четверг;52;Рабочий_new
27.12.2024;2024;12;5;Пятница;52;Пятница_new
28.12.2024;2024;12;6;Суббота;52;Выходной_С_new
29.12.2024;2024;12;7;Воскресенье;52;Выходной_С_new
30.12.2024;2024;12;1;Понедельник;1;Выходной_С_new
31.12.2024;2024;12;2;Вторник;1;Выходной_В_new
